timestamp, 1: Main Pressure Sensor, 2: Secondary Pressure Sensor
2026-01-01T13:45:01.125222, 489.0762956765305, 511.06554167059755
2026-01-01T13:45:01.225702, 492.87169391572064, 515.3163639468269
2026-01-01T13:45:01.326272, 506.7443289917577, 501.9071104949633
2026-01-01T13:45:01.427128, 497.5527417730587, 512.1244249606664
2026-01-01T13:45:01.528169, 529.81622216969, 501.3712463867968
2026-01-01T13:45:01.628833, 530.453476307836, 520.2553609857924
2026-01-01T13:45:01.729509, 515.42929620346, 516.0763755185237
2026-01-01T13:45:01.830927, 532.7184185258145, 540.0328652729136
2026-01-01T13:45:01.931839, 545.268701741635, 523.5086362714923
2026-01-01T13:45:02.041221, 556.3402415713817, 531.6577120701302
2026-01-01T13:45:02.142297, 557.9824323831909, 550.193689222075
2026-01-01T13:45:02.243529, 550.4116364626962, 559.4448235374362
2026-01-01T13:45:02.344651, 549.5443213929391, 566.7107801896141
2026-01-01T13:45:02.446350, 542.4519570407807, 565.4936493367036
2026-01-01T13:45:02.548072, 546.4256846761625, 566.4485253589435
2026-01-01T13:45:02.648857, 565.0254552104948, 558.9832331151647
2026-01-01T13:45:02.751976, 583.966678548088, 588.1966731848769
2026-01-01T13:45:02.853411, 571.8348417709407, 588.0575332504765
2026-01-01T13:45:02.954546, 567.0409125658952, 559.6951150841052
2026-01-01T13:45:03.056252, 595.2100871946055, 590.2718307901323
2026-01-01T13:45:03.158152, 585.2273278860971, 599.4128042785514
2026-01-01T13:45:03.259350, 589.5709891721631, 574.5102008830147
2026-01-01T13:45:03.361063, 581.2306071969857, 595.6341156359487
2026-01-01T13:45:03.469663, 590.0993243371789, 579.6760773793766
2026-01-01T13:45:03.570602, 578.7818214593499, 610.3127711423041
2026-01-01T13:45:03.672047, 581.1471064417142, 577.8221776866889
2026-01-01T13:45:03.773569, 606.045971394806, 602.1553863283176
2026-01-01T13:45:03.875507, 604.1056584952836, 580.0170980191214
2026-01-01T13:45:03.976642, 616.1106936643492, 601.5094349918752
2026-01-01T13:45:04.077851, 601.7641622373513, 580.835321102375
2026-01-01T13:45:04.178901, 587.4729965270731, 593.549714310285
2026-01-01T13:45:04.280862, 600.7870028858418, 581.3440003355258
2026-01-01T13:45:04.383017, 605.4865209042636, 600.5271640901824
2026-01-01T13:45:04.484222, 602.6934944866342, 580.4560545801628
2026-01-01T13:45:04.585538, 600.814342308805, 599.0495925026213
2026-01-01T13:45:04.686558, 595.1629175356971, 608.6379146998714
2026-01-01T13:45:04.787123, 608.0897193486591, 596.3698483166709
2026-01-01T13:45:04.887906, 587.9202419603753, 586.464750181753
2026-01-01T13:45:04.989001, 598.7413126070783, 586.1755144622487
2026-01-01T13:45:05.089881, 584.4599118342551, 573.5340725075107
2026-01-01T13:45:05.190819, 595.8068563480629, 594.573958245736
2026-01-01T13:45:05.292444, 579.5847282593356, 569.0380966453234
2026-01-01T13:45:05.393625, 582.6972718008278, 585.1641876869264
2026-01-01T13:45:05.494608, 573.5272587013917, 569.5882032139026
2026-01-01T13:45:05.595446, 590.2768159332658, 564.5063985409863
2026-01-01T13:45:05.696483, 559.1689650461574, 581.4412546709012
2026-01-01T13:45:05.797685, 584.9002859509151, 590.226657140701
2026-01-01T13:45:05.898645, 572.1257054460604, 567.4569175866174
2026-01-01T13:45:05.999720, 571.4088043720751, 577.5694779697121
2026-01-01T13:45:06.101053, 546.092473062911, 549.9970448654527
2026-01-01T13:45:06.201923, 564.4901025606005, 538.4994851297594
2026-01-01T13:45:06.303190, 532.9294238730438, 539.3483338205949
2026-01-01T13:45:06.404274, 564.0283373721929, 534.0935636066891
2026-01-01T13:45:06.505670, 523.2186327784589, 556.2656051074027
2026-01-01T13:45:06.606680, 536.5899132465297, 555.8442581944964
2026-01-01T13:45:06.707475, 524.6466141010995, 528.0846980283916
2026-01-01T13:45:06.808491, 511.1755254161335, 523.6455958105904
2026-01-01T13:45:06.909748, 525.0917583330465, 522.4872124395604
2026-01-01T13:45:07.010343, 520.8917084996511, 522.4550233307798
2026-01-01T13:45:07.111244, 519.9232491885231, 510.0006052531217
2026-01-01T13:45:07.212431, 520.053629673746, 490.7824465797633
2026-01-01T13:45:07.313493, 500.3722944244418, 521.9016344893603
2026-01-01T13:45:07.415024, 501.4563605688135, 500.9222197744915
2026-01-01T13:45:07.516478, 502.31138777965856, 483.3778047916634
2026-01-01T13:45:07.617908, 473.13893322446256, 491.1828425544201
2026-01-01T13:45:07.719140, 495.72205357344495, 474.5728170573364
2026-01-01T13:45:07.820478, 482.3274434272479, 478.1548466454006
2026-01-01T13:45:07.921225, 471.7848899044382, 484.55148942450325
2026-01-01T13:45:08.022204, 451.6824018800121, 476.42517677164017
2026-01-01T13:45:08.123230, 446.6783134355398, 467.16264702997535
2026-01-01T13:45:08.224251, 473.67471923710684, 442.70424658368904
2026-01-01T13:45:08.325585, 453.7396642617596, 441.9627018340649
2026-01-01T13:45:08.426833, 446.4512939196737, 462.80712889071935
2026-01-01T13:45:08.528059, 457.0316633898249, 437.92071255298515
2026-01-01T13:45:08.629082, 457.7380091525953, 423.01710567202934
2026-01-01T13:45:08.730911, 429.76526093589274, 434.4005520644982
2026-01-01T13:45:08.832169, 437.0796466715102, 434.83509732268476
2026-01-01T13:45:08.933609, 441.9401298422165, 442.30034079525393
2026-01-01T13:45:09.034895, 420.31687980562845, 408.27108800732367
2026-01-01T13:45:09.136155, 429.4541559458491, 433.8618884694268
2026-01-01T13:45:09.237463, 407.5757897824805, 421.67773984510336
2026-01-01T13:45:09.338949, 427.928225822922, 436.1618234081953
2026-01-01T13:45:09.439952, 403.0464085810105, 409.3065433010504
2026-01-01T13:45:09.540934, 402.1380724828105, 407.0780091091737
2026-01-01T13:45:09.641847, 406.9315237488635, 429.5417891298573
2026-01-01T13:45:09.743425, 387.97724164535896, 407.3155637122123
2026-01-01T13:45:09.844670, 404.44830420540313, 425.3486249751108
2026-01-01T13:45:09.945848, 404.8733617875187, 406.06473293933766
2026-01-01T13:45:10.047087, 395.72908933928557, 422.9230994682484
2026-01-01T13:45:10.148174, 417.9976737064108, 396.12625849800696
2026-01-01T13:45:10.249285, 418.2557213845986, 395.5235459440621
2026-01-01T13:45:10.350130, 390.41411923860517, 392.91507278537466
2026-01-01T13:45:10.451265, 405.9843297895503, 384.4661778488303
2026-01-01T13:45:10.552026, 415.82082650869586, 412.73950320788174
2026-01-01T13:45:10.653206, 388.89904534685655, 411.2127653665548
2026-01-01T13:45:10.754594, 382.6726609255527, 409.06114017073446
2026-01-01T13:45:10.855554, 383.63752571221085, 417.7979691017613
2026-01-01T13:45:10.956753, 413.5042820183802, 400.66381481729513
2026-01-01T13:45:11.057803, 422.71978748911624, 411.3814394550665
2026-01-01T13:45:11.159154, 408.79299788238364, 396.6595220938589
2026-01-01T13:45:11.260510, 408.8431146914955, 401.4856560065925
2026-01-01T13:45:11.362792, 427.18036621089817, 402.6466375878689
2026-01-01T13:45:11.464112, 419.57865175190443, 391.4285122889202
2026-01-01T13:45:11.565352, 413.34952351780066, 393.09663574644753
2026-01-01T13:45:11.666536, 433.13989326518976, 410.8301254132771
2026-01-01T13:45:11.767755, 413.91835937731315, 434.4593293370483
2026-01-01T13:45:11.868840, 436.4833734654178, 415.56101315302567
2026-01-01T13:45:11.969797, 431.8640431262449, 418.05810460072763
2026-01-01T13:45:12.070554, 433.53329504562674, 428.99022502655265
2026-01-01T13:45:12.171795, 422.6719736122583, 420.19253376506515
2026-01-01T13:45:12.273236, 448.69534098287454, 442.4987434139213
2026-01-01T13:45:12.374267, 423.6999668621998, 421.1539845055582
2026-01-01T13:45:12.475168, 442.71496538498064, 433.001148410686
2026-01-01T13:45:12.576176, 454.55427512932937, 446.60937849643017
2026-01-01T13:45:12.677533, 458.38273896579994, 445.48849259363647
2026-01-01T13:45:12.778544, 459.0987354249571, 442.03720831546224
2026-01-01T13:45:12.880223, 448.5460139905265, 456.85400604406163
2026-01-01T13:45:12.980876, 456.83715749501226, 485.6240957060252
2026-01-01T13:45:13.082348, 480.8156642570761, 483.38375392491844
2026-01-01T13:45:13.184294, 485.50723960212713, 463.6519897105701
2026-01-01T13:45:13.285314, 468.25055296564057, 467.5298017243685
2026-01-01T13:45:13.386476, 485.66111259203274, 471.9175961752927
2026-01-01T13:45:13.487952, 475.98632550402783, 485.84520985101256
2026-01-01T13:45:13.589047, 507.4879378601836, 476.5130417981451
2026-01-01T13:45:13.690336, 513.9670079473585, 488.0997617061637
2026-01-01T13:45:13.791459, 503.2143832747612, 513.4858539223849
2026-01-01T13:45:13.892531, 527.963776979231, 527.6210342343862
2026-01-01T13:45:13.994850, 518.3727295370329, 529.0918001753032
2026-01-01T13:45:14.095949, 526.7767061730115, 514.0709213240697
2026-01-01T13:45:14.197080, 543.2574951164796, 537.4882169956517
2026-01-01T13:45:14.298601, 523.5013600933968, 520.5644914084866
2026-01-01T13:45:14.400000, 545.7746335376103, 516.112349030377
2026-01-01T13:45:14.501607, 549.2063799672275, 548.9326718866249
2026-01-01T13:45:14.603161, 541.8239541849165, 555.0503548291105
2026-01-01T13:45:14.704640, 561.8295941926891, 560.4293974452689
2026-01-01T13:45:14.806098, 564.5850626747076, 557.6766335430664
2026-01-01T13:45:14.907050, 571.3753566095046, 577.423490812381
2026-01-01T13:45:15.008271, 557.0403203983559, 559.4584083468579
2026-01-01T13:45:15.109416, 577.2420316616217, 568.989906558137
2026-01-01T13:45:15.210714, 573.9462050970773, 587.6496409598469
2026-01-01T13:45:15.311722, 573.6275670644322, 586.6763982269525
2026-01-01T13:45:15.412859, 589.6296078409549, 584.4117155335008
